Category,Subcategory,countryISO3,region_code,population,hoursPerDayCombined,uncertaintyCombined,dataStatus,dataStatusEconomic
Nonfood provision,Materials,ETH,AF_E,95385793.0,0.08,0.000893276337478055,observed,observed
Nonfood provision,Energy,ETH,AF_E,95385793.0,0.01,1.7400715953699277e-06,observed,observed
Technosphere modification,Infrastructure,ETH,AF_E,95385793.0,0.04,0.00023543964978486724,observed,observed
Technosphere modification,Buildings,ETH,AF_E,95385793.0,0.17,0.0010251693124354979,observed,observed
Technosphere modification,Artifacts,ETH,AF_E,95385793.0,0.23,0.004030275575628919,observed,observed
Maintenance of surroundings,Inhabited environment,ETH,AF_E,95385793.0,0.92,0.044758048899497,observed,observed
Somatic maintenance,Sleep & bedrest,ETH,AF_E,95385793.0,8.92,1.8024121122535168,observed,observed
Maintenance of surroundings,Waste management,ETH,AF_E,95385793.0,0.01,0.0006367936585722793,observed,observed
Somatic maintenance,Physical child care,ETH,AF_E,95385793.0,0.31,0.0027801657223044175,observed,observed
Somatic maintenance,Health care,ETH,AF_E,95385793.0,0.34,0.9222671009744643,observed,observed
Somatic maintenance,Hygiene & grooming,ETH,AF_E,95385793.0,1.06,0.9208879267622194,observed,observed
Deliberate neural restructuring,Schooling & research,ETH,AF_E,95385793.0,1.03,0.0043977390328355246,observed,observed
Deliberate neural restructuring,Religious practice,ETH,AF_E,95385793.0,0.11,0.0007561798505604034,observed,observed
Organization,Human transportation,ETH,AF_E,95385793.0,0.96,0.9185332602026862,observed,observed
Organization,Material transportation,ETH,AF_E,95385793.0,0.17,0.039315238881661226,observed,observed
Organization,Allocation,ETH,AF_E,95385793.0,0.68,0.04861670197579569,observed,observed
Experience oriented,Social,ETH,AF_E,95385793.0,1.15,0.008864422748932952,observed,observed
Experience oriented,Active recreation,ETH,AF_E,95385793.0,0.47,0.0016753065286023508,observed,observed
Experience oriented,Meals,ETH,AF_E,95385793.0,1.83,0.9207454018336946,observed,observed
Experience oriented,Passive,ETH,AF_E,95385793.0,2.14,0.9251673495297024,observed,observed
Experience oriented,Interactive,ETH,AF_E,95385793.0,1.14,0.006191840098060046,observed,observed
Food provision,Food preparation,FIN,EU_N,5365784.0,0.72,0.0007680536639989576,observed,observed
Food provision,Food growth & collection,FIN,EU_N,5365784.0,0.1,0.0002750275274928585,observed,observed
Food provision,Food processing,FIN,EU_N,5365784.0,0.04,0.000142790901575437,observed,observed
Nonfood provision,Materials,FIN,EU_N,5365784.0,0.03,3.251354211625076e-05,observed,observed
Nonfood provision,Energy,FIN,EU_N,5365784.0,0.02,1.5531463107829633e-05,observed,observed
Technosphere modification,Infrastructure,FIN,EU_N,5365784.0,0.06,0.00034555288328644735,observed,observed
Technosphere modification,Buildings,FIN,EU_N,5365784.0,0.24,0.002083741427322386,observed,observed
Technosphere modification,Artifacts,FIN,EU_N,5365784.0,0.43,0.004730490824437027,observed,observed
Maintenance of surroundings,Inhabited environment,FIN,EU_N,5365784.0,1.01,0.0014941912121684239,observed,observed
Somatic maintenance,Sleep & bedrest,FIN,EU_N,5365784.0,8.95,0.1413900672915398,observed,observed
Maintenance of surroundings,Waste management,FIN,EU_N,5365784.0,0.01,1.1491664422579135e-06,observed,observed
Somatic maintenance,Physical child care,FIN,EU_N,5365784.0,0.25,0.0004281613963238444,observed,observed
Somatic maintenance,Health care,FIN,EU_N,5365784.0,0.25,0.0015379526263071194,observed,observed
Somatic maintenance,Hygiene & grooming,FIN,EU_N,5365784.0,0.87,0.0013242217998986404,observed,observed
Deliberate neural restructuring,Schooling & research,FIN,EU_N,5365784.0,0.81,0.0016595715211540482,observed,observed
Deliberate neural restructuring,Religious practice,FIN,EU_N,5365784.0,0.09,3.92155777389178e-05,observed,observed
Organization,Human transportation,FIN,EU_N,5365784.0,0.92,0.0014461071146178355,observed,observed
Organization,Material transportation,FIN,EU_N,5365784.0,0.33,0.0013884938575834675,observed,observed
Organization,Allocation,FIN,EU_N,5365784.0,1.01,0.008254226735968411,observed,observed
Experience oriented,Social,FIN,EU_N,5365784.0,0.74,0.0025537133399936985,observed,observed
Experience oriented,Active recreation,FIN,EU_N,5365784.0,0.8,0.0005323120663441367,observed,observed
Experience oriented,Meals,FIN,EU_N,5365784.0,1.58,0.0054646663207508,observed,observed
Experience oriented,Passive,FIN,EU_N,5365784.0,3.48,0.010858123113650853,observed,observed
Experience oriented,Interactive,FIN,EU_N,5365784.0,1.24,0.0012351638716569106,observed,observed
Food provision,Food preparation,FJI,AS_SE,889955.0,0.59,0.2763227808988583,interpolated,interpolated
Food provision,Food growth & collection,FJI,AS_SE,889955.0,0.85,0.24471212742422613,interpolated,interpolated
Food provision,Food processing,FJI,AS_SE,889955.0,0.1,0.008122836864887267,interpolated,interpolated
Nonfood provision,Materials,FJI,AS_SE,889955.0,0.07,0.0016409286716981887,interpolated,interpolated
Nonfood provision,Energy,FJI,AS_SE,889955.0,0.02,0.0043969682777667074,interpolated,interpolated
Technosphere modification,Infrastructure,FJI,AS_SE,889955.0,0.03,0.00046879629773432613,interpolated,interpolated
Technosphere modification,Buildings,FJI,AS_SE,889955.0,0.4,0.10083719211889676,interpolated,interpolated
Technosphere modification,Artifacts,FJI,AS_SE,889955.0,0.49,0.07070417002755505,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,FJI,AS_SE,889955.0,0.55,0.2654099617204562,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,FJI,AS_SE,889955.0,8.5,6.99802455882193,interpolated,interpolated
Maintenance of surroundings,Waste management,FJI,AS_SE,889955.0,0.01,9.873410776395735e-05,interpolated,interpolated
Somatic maintenance,Physical child care,FJI,AS_SE,889955.0,0.26,0.06687510512602145,interpolated,interpolated
Somatic maintenance,Health care,FJI,AS_SE,889955.0,0.39,5.06555250138058,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,FJI,AS_SE,889955.0,1.27,5.11927240356728,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,FJI,AS_SE,889955.0,1.02,0.3150072739558116,interpolated,interpolated
Deliberate neural restructuring,Religious practice,FJI,AS_SE,889955.0,0.05,0.15280437271964803,interpolated,interpolated
Organization,Human transportation,FJI,AS_SE,889955.0,1.1,5.395264563294284,interpolated,interpolated
Organization,Material transportation,FJI,AS_SE,889955.0,0.39,0.15723368447477953,interpolated,interpolated
Organization,Allocation,FJI,AS_SE,889955.0,1.08,0.2737633915792533,interpolated,interpolated
Experience oriented,Social,FJI,AS_SE,889955.0,0.68,0.6078147129522378,interpolated,interpolated
Experience oriented,Active recreation,FJI,AS_SE,889955.0,0.26,0.09916244477380655,interpolated,interpolated
Experience oriented,Meals,FJI,AS_SE,889955.0,1.83,5.358899503128789,interpolated,interpolated
Experience oriented,Passive,FJI,AS_SE,889955.0,3.45,6.167919286793667,interpolated,interpolated
Experience oriented,Interactive,FJI,AS_SE,889955.0,0.59,0.3693687131530861,interpolated,interpolated
Food provision,Food preparation,FRA,EU_W,62879535.0,0.81,0.0008481313798072755,observed,observed
Food provision,Food growth & collection,FRA,EU_W,62879535.0,0.12,0.00014358150072015774,observed,observed
Food provision,Food processing,FRA,EU_W,62879535.0,0.06,3.036662013307788e-05,observed,observed
Nonfood provision,Materials,FRA,EU_W,62879535.0,0.01,4.430694666725762e-06,observed,observed
Nonfood provision,Energy,FRA,EU_W,62879535.0,0.02,1.7563124570520483e-06,observed,observed
Technosphere modification,Infrastructure,FRA,EU_W,62879535.0,0.06,0.0002490893157501453,observed,observed
Technosphere modification,Buildings,FRA,EU_W,62879535.0,0.23,0.0014691237606880671,observed,observed
Technosphere modification,Artifacts,FRA,EU_W,62879535.0,0.35,0.0014859058139099623,observed,observed
Maintenance of surroundings,Inhabited environment,FRA,EU_W,62879535.0,1.0,0.0008591557995556088,observed,observed
Somatic maintenance,Sleep & bedrest,FRA,EU_W,62879535.0,8.87,0.1357738047306502,observed,observed
Maintenance of surroundings,Waste management,FRA,EU_W,62879535.0,0.01,5.186544280793925e-07,observed,observed
Somatic maintenance,Physical child care,FRA,EU_W,62879535.0,0.24,0.00017808577333125786,observed,observed
Somatic maintenance,Health care,FRA,EU_W,62879535.0,0.21,0.000319063366770615,observed,observed
Somatic maintenance,Hygiene & grooming,FRA,EU_W,62879535.0,0.92,0.0014765766506554198,observed,observed
Deliberate neural restructuring,Schooling & research,FRA,EU_W,62879535.0,0.84,0.001014849896348486,observed,observed
Deliberate neural restructuring,Religious practice,FRA,EU_W,62879535.0,0.12,6.422597842316514e-05,observed,observed
Organization,Human transportation,FRA,EU_W,62879535.0,0.93,0.00832550199122818,observed,observed
Organization,Material transportation,FRA,EU_W,62879535.0,0.43,0.008156088111624781,observed,observed
Organization,Allocation,FRA,EU_W,62879535.0,1.14,0.0026056742516785496,observed,observed
Experience oriented,Social,FRA,EU_W,62879535.0,0.71,0.0018339792564561566,observed,observed
Experience oriented,Active recreation,FRA,EU_W,62879535.0,0.65,0.000413256132981719,observed,observed
Experience oriented,Meals,FRA,EU_W,62879535.0,2.21,0.0096514642555566,observed,observed
Experience oriented,Passive,FRA,EU_W,62879535.0,3.02,0.009439389159395763,observed,observed
Experience oriented,Interactive,FRA,EU_W,62879535.0,1.04,0.0011307941309568366,observed,observed
Food provision,Food preparation,FSM,AS_SE,113811.0,0.59,0.2763227808988583,interpolated,interpolated
Food provision,Food growth & collection,FSM,AS_SE,113811.0,0.85,0.24471212742422613,interpolated,interpolated
Food provision,Food processing,FSM,AS_SE,113811.0,0.1,0.008122836864887267,interpolated,interpolated
Nonfood provision,Materials,FSM,AS_SE,113811.0,0.07,0.0016409286716981887,interpolated,interpolated
Nonfood provision,Energy,FSM,AS_SE,113811.0,0.02,0.0043969682777667074,interpolated,interpolated
Technosphere modification,Infrastructure,FSM,AS_SE,113811.0,0.03,0.00046879629773432613,interpolated,interpolated
Technosphere modification,Buildings,FSM,AS_SE,113811.0,0.4,0.10083719211889676,interpolated,interpolated
Technosphere modification,Artifacts,FSM,AS_SE,113811.0,0.49,0.07070417002755505,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,FSM,AS_SE,113811.0,0.55,0.2654099617204562,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,FSM,AS_SE,113811.0,8.5,6.99802455882193,interpolated,interpolated
Maintenance of surroundings,Waste management,FSM,AS_SE,113811.0,0.01,9.873410776395735e-05,interpolated,interpolated
Somatic maintenance,Physical child care,FSM,AS_SE,113811.0,0.26,0.06687510512602145,interpolated,interpolated
Somatic maintenance,Health care,FSM,AS_SE,113811.0,0.39,5.06555250138058,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,FSM,AS_SE,113811.0,1.27,5.11927240356728,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,FSM,AS_SE,113811.0,1.02,0.3150072739558116,interpolated,interpolated
Deliberate neural restructuring,Religious practice,FSM,AS_SE,113811.0,0.05,0.15280437271964803,interpolated,interpolated
Organization,Human transportation,FSM,AS_SE,113811.0,1.1,5.395264563294284,interpolated,interpolated
Organization,Material transportation,FSM,AS_SE,113811.0,0.39,0.15723368447477953,interpolated,interpolated
Organization,Allocation,FSM,AS_SE,113811.0,1.08,0.2737633915792533,interpolated,interpolated
Experience oriented,Social,FSM,AS_SE,113811.0,0.68,0.6078147129522378,interpolated,interpolated
Experience oriented,Active recreation,FSM,AS_SE,113811.0,0.26,0.09916244477380655,interpolated,interpolated
Experience oriented,Meals,FSM,AS_SE,113811.0,1.83,5.358899503128789,interpolated,interpolated
Experience oriented,Passive,FSM,AS_SE,113811.0,3.45,6.167919286793667,interpolated,interpolated
Experience oriented,Interactive,FSM,AS_SE,113811.0,0.59,0.3693687131530861,interpolated,interpolated
Food provision,Food preparation,GAB,AF_M,2172578.0,0.81,0.2156886519294237,interpolated,interpolated
Food provision,Food growth & collection,GAB,AF_M,2172578.0,1.06,0.5324487148124554,interpolated,interpolated
Food provision,Food processing,GAB,AF_M,2172578.0,0.02,0.010823907835239819,interpolated,interpolated
Nonfood provision,Materials,GAB,AF_M,2172578.0,0.1,0.014529130478662892,interpolated,interpolated
Nonfood provision,Energy,GAB,AF_M,2172578.0,0.08,0.011242393782606698,interpolated,interpolated
Technosphere modification,Infrastructure,GAB,AF_M,2172578.0,0.02,0.013994506891351836,interpolated,interpolated
Technosphere modification,Buildings,GAB,AF_M,2172578.0,0.03,0.08470887227544933,interpolated,interpolated
Technosphere modification,Artifacts,GAB,AF_M,2172578.0,0.42,0.11576952233863248,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,GAB,AF_M,2172578.0,0.72,0.20012078523141866,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,GAB,AF_M,2172578.0,9.79,1.2913986617555109,interpolated,interpolated
Maintenance of surroundings,Waste management,GAB,AF_M,2172578.0,0.0,0.0001835212127408948,interpolated,interpolated
Somatic maintenance,Physical child care,GAB,AF_M,2172578.0,0.27,0.0635982296062593,interpolated,interpolated
Somatic maintenance,Health care,GAB,AF_M,2172578.0,0.05,0.062322777394987997,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,GAB,AF_M,2172578.0,0.82,0.10508557428184531,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,GAB,AF_M,2172578.0,1.95,0.31870429108437115,interpolated,interpolated
Deliberate neural restructuring,Religious practice,GAB,AF_M,2172578.0,0.44,0.15411027242639344,interpolated,interpolated
Organization,Human transportation,GAB,AF_M,2172578.0,1.02,0.12750643165843678,interpolated,interpolated
Organization,Material transportation,GAB,AF_M,2172578.0,0.48,0.06086319438366949,interpolated,interpolated
Organization,Allocation,GAB,AF_M,2172578.0,0.49,0.32525596672528156,interpolated,interpolated
Experience oriented,Social,GAB,AF_M,2172578.0,1.05,0.5931809745164189,interpolated,interpolated
Experience oriented,Active recreation,GAB,AF_M,2172578.0,0.44,0.09982094144370052,interpolated,interpolated
Experience oriented,Meals,GAB,AF_M,2172578.0,1.14,0.3473798389695329,interpolated,interpolated
Experience oriented,Passive,GAB,AF_M,2172578.0,1.84,0.9054991818437101,interpolated,interpolated
Experience oriented,Interactive,GAB,AF_M,2172578.0,0.96,0.3512973105576911,interpolated,interpolated
Food provision,Food preparation,GBR,EU_N,63459801.0,0.77,0.0006903663852171676,observed,observed
Food provision,Food growth & collection,GBR,EU_N,63459801.0,0.08,6.811387494043506e-05,observed,observed
Food provision,Food processing,GBR,EU_N,63459801.0,0.04,4.881213051140524e-05,observed,observed
Nonfood provision,Materials,GBR,EU_N,63459801.0,0.01,2.8666119121651263e-06,observed,observed
Nonfood provision,Energy,GBR,EU_N,63459801.0,0.02,2.8787502816244926e-06,observed,observed
Technosphere modification,Infrastructure,GBR,EU_N,63459801.0,0.07,0.00018678887657748433,observed,observed
Technosphere modification,Buildings,GBR,EU_N,63459801.0,0.23,0.0005648614439414598,observed,observed
Technosphere modification,Artifacts,GBR,EU_N,63459801.0,0.32,0.0005111207501367256,observed,observed
Maintenance of surroundings,Inhabited environment,GBR,EU_N,63459801.0,0.86,0.0006697804933898583,observed,observed
Somatic maintenance,Sleep & bedrest,GBR,EU_N,63459801.0,8.93,0.13287318290415,observed,observed
Maintenance of surroundings,Waste management,GBR,EU_N,63459801.0,0.01,3.610622733725484e-07,observed,observed
Somatic maintenance,Physical child care,GBR,EU_N,63459801.0,0.26,0.00026516851626832625,observed,observed
Somatic maintenance,Health care,GBR,EU_N,63459801.0,0.26,0.0005252126627541083,observed,observed
Somatic maintenance,Hygiene & grooming,GBR,EU_N,63459801.0,0.99,0.0016478385570749658,observed,observed
Deliberate neural restructuring,Schooling & research,GBR,EU_N,63459801.0,0.88,0.0008925484429313628,observed,observed
Deliberate neural restructuring,Religious practice,GBR,EU_N,63459801.0,0.12,6.03498938085038e-05,observed,observed
